cake_crop_id,crop_file_name,shape,dominant_color,visual_style,lettering_type,board_lettering,border_type,cream_decoration,topping_decoration,character_type,text_presence,memo
919,_onyourday_1672455158_3005094136482531916_12861674625_cake_4.jpg,하트,화이트,심플,중앙레터링,없음,없음,없음,없음,없음,있음,"하트 모양의 흰색 케이크로, 중앙에 파란색 레터링이 있음. 크림 테두리, 크림 장식이나 토핑 장식은 없음. 보드 글자는 보이지 않음."
923,_onyourday_1673079055_3010327758924984212_12861674625_cake_2.jpg,하트,화이트,러블리,중앙레터링,없음,없음,없음,스프링클,없음,있음,"하트 모양 케이크, 흰색 크림 바탕, 컬러풀한 레터링과 스프링클 장식, 케이크 테두리 크림 없음, 문자 있음"
924,_onyourday_1673351290_3012611437461165580_12861674625_cake_2.jpg,하트,화이트,러블리,무지개레터링,없음,없음,없음,스프링클,없음,있음,"케이크는 하트형이며, 흰색 크림 바탕에 무지개색 레터링과 스프링클 장식이 있음. 테두리 장식이나 크림 장식은 없음."
925,_onyourday_1673351290_3012611437461165580_12861674625_cake_3.jpg,하트,화이트,레터링중심,무지개레터링,없음,없음,없음,스프링클,없음,있음,하트 모양 흰색 케이크에 무지개색 레터링과 스프링클이 있음. 보드레터링과 크림데코 및 테두리는 없음.
926,_onyourday_1673515938_3013992600470861613_12861674625_cake_2.jpg,하트,블랙,심플,중앙레터링,없음,없음,없음,없음,없음,있음,"하트 모양 케이크에 검은색 크림, 분홍색 레터링이 중앙에 위치. 크림 테두리나 토핑, 크림 장식 없음."
927,_onyourday_1673861343_3016890072557997580_12861674625_cake_2.jpg,원형,화이트|옐로우|믹스,캐릭터|레터링중심,중앙레터링,있음,크림테두리,없음,진주|반짝이,곰,있음,"케이크는 원형이며 흰색 베이스에 노란색 크림 드리즐이 있음. 빨간색 글씨로 중앙 레터링 있음. 곰 모양 캐릭터와 여러 장식물(풍선 모양, 하트 초 등) 토핑으로 사용됨."
928,_onyourday_1674121465_3019072134115319392_12861674625_cake_2.jpg,하트,화이트,심플,중앙레터링,없음,없음,없음,없음,없음,있음,"하트 모양이며 크림색이 화이트임. 글자는 중앙에 검정색으로 레터링 되어 있음. 테두리나 크림 장식, 토핑 장식은 보이지 않음. 캐릭터 없음."
930,_onyourday_1674985933_3026323813395109572_12861674625_cake_2.jpg,하트,화이트,심플,중앙레터링,없음,없음,없음,없음,없음,있음,"하트 모양 케이크에 흰색 크림, 중앙에 파란색 레터링이 있음. 테두리나 연출 장식은 없음."
934,_onyourday_1675329122_3029202693516900319_12861674625_cake_3.jpg,하트,화이트,러블리,중앙레터링,없음,없음,없음,스프링클,없음,있음,"하트 모양 케이크에 화이트 크림, 중앙 레터링은 다채로운 색깔로 쓰여있고, 크림 위에 여러 색 스프링클 장식 있음."
935,_onyourday_1675419981_3029964874955679324_12861674625_cake_2.jpg,하트,브라운,심플|레터링중심,중앙레터링,없음,없음,없음,없음,없음,있음,"하트 모양 초콜릿 케이크로, 붉은색 레터링이 중앙에 있으며, 크림테두리나 추가 장식은 없음."
936,_onyourday_1675419981_3029964874955679324_12861674625_cake_3.jpg,원형,화이트|핑크,심플|러블리,중앙레터링|꽉찬레터링,있음,없음,하트,없음,없음,있음,"케이크는 원형이며 흰 크림 베이스에 중앙과 꽉찬 레터링이 있고, 빨간 하트 초가 장식되어 있음. 배경 크림 테두리 없음."
937,_onyourday_1675675115_3032105091604292872_12861674625_cake_2.jpg,원형,핑크,심플,꽉찬레터링,없음,없음,없음,없음,없음,있음,"핑크색 크림 위에 초록색 꽉찬 레터링으로 글자가 장식된 원형 케이크이며, 크림 테두리나 추가 꾸밈은 없음"
939,_onyourday_1675937169_3034303356947798278_12861674625_cake_3.jpg,하트,화이트,심플,중앙레터링,없음,없음,없음,없음,없음,있음,"하트 모양에 흰색 크림, 검은색 글씨로 단어가 중앙에 레터링 되어 있음. 테두리, 토핑 장식 없음."
940,_onyourday_1676279990_3037179148720928312_12861674625_cake_2.jpg,하트,블랙,레터링중심,중앙레터링,없음,크림테두리,없음,없음,없음,있음,"검정색 하트 모양 케이크에 분홍색 글씨가 중앙에 레터링 되어 있고, 케이크 테두리는 크림으로 장식되어 있으나 그 외 크림 데코나 토핑은 없음."
941,_onyourday_1676456042_3038655982988684877_12861674625_cake_2.jpg,하트,화이트,러블리,중앙레터링,없음,없음,없음,스프링클,없음,있음,하트 모양 케이크이며 하얀 크림이 덮여 있음. 중앙에 파란색 글씨로 문구 작성됨. 여러 색상의 스프링클 토핑이 있음.
943,_onyourday_1677232923_3045172935829149245_12861674625_cake_2.jpg,원형,핑크,레터링중심,중앙레터링,없음,없음,없음,진주,없음,있음,전체적으로 핑크빛 색상에 화이트 글씨와 장식이 있음. 원형 케이크이며 글자가 중앙에 집중된 스타일. 크림 테두리나 꽃 장식 없음. 진주 모양의 토핑 장식이 있음.
944,_onyourday_1677491674_3047343488399541097_12861674625_cake_2.jpg,하트,화이트,심플|러블리,중앙레터링,없음,없음,없음,스프링클,없음,있음,하트 모양 화이트 크림 케이크에 다채로운 색깔의 레터링과 스프링클 데코레이션 있음. 케이크 테두리는 크림 장식 없음.
945,_onyourday_1677578807_3048074414473475641_12861674625_cake_2.jpg,하트,블랙,레터링중심,꽉찬레터링,없음,크림테두리,없음,없음,없음,있음,"빨간 글씨로 꽉찬 레터링이 중앙에 있고, 검정 크림 테두리로 꾸며진 하트 모양 케이크임"
947,_onyourday_1677921611_3050950062054822630_12861674625_cake_2.jpg,하트,블랙,심플,중앙레터링,없음,없음,없음,없음,없음,있음,하트 모양 검정색 케이크에 핑크색 중앙레터링이 있음.
948,_onyourday_1677921611_3050950062054822630_12861674625_cake_3.jpg,하트,블랙|핑크,심플,중앙레터링,없음,없음,없음,없음,없음,있음,"하트 모양 케이크이며, 검은색 크림 위에 핑크색 글씨가 중앙에 레터링되어 있음. 가장자리에 테두리크림이나 장식 없음."
950,_onyourday_1678267702_3053853283291014393_12861674625_cake_2.jpg,원형,핑크|화이트,캐릭터,중앙레터링,없음,없음,하트,없음,이모티콘,있음,"케이크 위에 귀여운 캐릭터와 하트 장식, 중앙에 레터링과 문구가 있음"
951,_onyourday_1678529256_3056047365077707406_12861674625_cake_2.jpg,하트,화이트,심플,중앙레터링,없음,없음,없음,없음,없음,있음,"케이크는 하트 모양이며 흰색 크림이 덮여 있다. 글씨는 'Happy 100 days'로 중앙에 파란색으로 레터링 되어있고, 크림 데코레이션이나 보더 데코레이션은 보이지 않는다."
952,_onyourday_1678785782_3058199253910820434_12861674625_cake_2.jpg,하트,화이트,심플,중앙레터링,없음,없음,없음,스프링클,없음,있음,"하트 모양 케이크이며, 화이트 크림 베이스에 다채로운 색상의 스프링클 토핑이 있으며 가운데 파란색 글씨가 존재함."
953,_onyourday_1678785782_3058199253910820434_12861674625_cake_3.jpg,하트,화이트,러블리,무지개레터링,있음,크림테두리,없음,스프링클,없음,있음,"하트 모양 흰색 케이크에 다채로운 색상의 글자가 있고, 크림 테두리가 둘러져 있음. 작은 크림 점들이 스프링클처럼 데코 되어 있음."
954,_onyourday_1678874650_3058944733606135956_12861674625_cake_2.jpg,하트,화이트,심플,중앙레터링,없음,크림테두리,없음,없음,없음,있음,하트 모양의 화이트 케이크로 심플한 크림테두리와 검은색 중앙 레터링이 있음. 꾸밈 장식과 토핑은 없음.
955,_onyourday_1678959522_3059656694758613236_12861674625_cake_2.jpg,하트,화이트,캐릭터|화려함,중앙레터링,없음,없음,하트,스프링클,기타캐릭터,있음,"하트 모양 케이크에 화이트 크림 바탕, 캐릭터 및 하트 크림 장식과 다채로운 색상의 스프링클 장식이 있음. 중앙에 텍스트가 있고 테두리는 없음."
956,_onyourday_1679047968_3060398632791899327_12861674625_cake_2.jpg,하트,화이트,레터링중심,무지개레터링,없음,없음,없음,스프링클,없음,있음,하트 모양 케이크에 흰색 크림 위에 무지개색 레터링과 스프링클 장식이 있음. 케이크 본체 이미지이며 판독 가능한 텍스트 포함.
957,_onyourday_1679303598_3062543014677713834_12861674625_cake_2.jpg,하트,블랙,심플,중앙레터링,없음,없음,없음,없음,없음,있음,"하트모양 초콜릿색 케이크에 빨간 글씨로 중앙레터링 있음. 테두리, 크림장식, 토핑 없고 보드에 글씨 없음."
960,_onyourday_1679303598_3062543014677713834_12861674625_cake_5.jpg,하트,블루|핑크,캐릭터,중앙레터링,없음,없음,없음,없음,사람,있음,"하트 모양에 파란색 기본색, 캐릭터 얼굴 모양이 중앙에 있음. 하단에 글자 있음. 테두리 크림 데코 없음, 크림 데코 하트 없음, 과일 등 토핑 없음."
962,_onyourday_1679475558_3063985520909116276_12861674625_cake_2.jpg,하트,핑크|퍼플|화이트,러블리,중앙레터링,없음,없음,없음,진주,없음,있음,"하트 형태에 핑크, 보라, 흰색 크림이 섞여 있음. 중앙에 문구가 크림으로 레터링 되어 있음. 케이크 표면에 진주 모양 장식 있음. 테두리 크림 장식 없음."
963,_onyourday_1679651512_3065461523934340965_12861674625_cake_2.jpg,하트,핑크|화이트|브라운,러블리,중앙레터링,없음,없음,없음,없음,없음,있음,"하트형 케이크로, 분홍색과 흰색, 붉은색 크림을 섞어 발랐음. 글씨는 케이크 크림 위에 직접 쓰인 중앙 레터링으로 확인됨. 테두리 장식과 크림 장식, 토핑 장식은 없음."
964,_onyourday_1679651512_3065461523934340965_12861674625_cake_3.jpg,하트,옐로우|블루|핑크|화이트|그린,레터링중심|화려함,중앙레터링,없음,없음,꽃|하트,진주,없음,있음,하트 모양 케이크이며 옐로우 베이스에 다양한 크림장식과 진주 토핑이 있음. 'Happy 22th Day' 레터링이 중앙에 있음.
965,_onyourday_1679729326_3066114275161066034_12861674625_cake_2.jpg,하트,퍼플|블루,심플,중앙레터링,없음,없음,없음,진주,없음,있음,"하트 모양 케이크, 보라색과 파란색 그라데이션, 흰색 진주 토핑, 중앙에 글씨 있음"
966,_onyourday_1679729326_3066114275161066034_12861674625_cake_3.jpg,하트,핑크,심플,꽉찬레터링,없음,없음,없음,없음,없음,있음,"케이크 본체에 초록색 크림으로 'HAPPEE BIRTHDAE TOBY'라는 문구가 적혀 있으며, 전체적으로 깔끔하고 단순한 스타일이다."
967,_onyourday_1679916257_3067682368122034569_12861674625_cake_2.jpg,하트,핑크,러블리,중앙레터링,없음,크림테두리,하트,스프링클,없음,있음,"하트모양 케이크에 핑크색, 중앙에 'happy day' 레터링과 한글, 크림 점 테두리, 하트 크림 장식 및 다채로운 스프링클 토핑이 있음."
968,_onyourday_1679916257_3067682368122034569_12861674625_cake_3.jpg,하트,판단불가,판단불가,중앙레터링,없음,없음,없음,스프링클,없음,있음,"케이크 색이 너무 강한 레드로 사진만으로 정확 판단 어려움, 기본 크림 데코나 보드 텍스트 없음"
969,_onyourday_1680087618_3069119849778556680_12861674625_cake_2.jpg,하트,핑크,화려함|캐릭터,판단불가,없음,없음,없음,판단불가,고양이,있음,"고양이 캐릭터가 케이크 전면에 있고 다양한 컬러로 꾸며져 있으나, 레터링 타입과 토핑 장식은 구체적 식별 어려움"
970,_onyourday_1680087618_3069119849778556680_12861674625_cake_3.jpg,하트,핑크,러블리,중앙레터링,없음,없음,없음,없음,없음,있음,하트 모양의 핑크색 케이크에 흰색 글자가 중앙에 레터링되어 있음. 케이크 본체에 테두리나 크림 데코가 없는 심플한 러블리 스타일.
974,_onyourday_1680087618_3069119849778556680_12861674625_cake_7.jpg,하트,핑크|화이트,심플,중앙레터링,없음,없음,하트,스프링클,없음,있음,하트 모양 케이크로 핑크색 크림과 흰색 크림 장식이 있음. 중앙에 흰색 글씨(1+1 21000) 있음. 스프링클 토핑 있음.
977,_onyourday_1680254029_3070515803691013665_12861674625_cake_3.jpg,하트,블랙,심플,중앙레터링,없음,없음,없음,없음,없음,있음,"검정색 하트모양 케이크에 중앙에 핑크색 글씨로 레터링 있음. 크림 장식이나 테두리, 토핑 없음."
978,_onyourday_1680346767_3071293752005275800_12861674625_cake_2.jpg,하트,화이트,레터링중심|심플,무지개레터링,없음,없음,없음,스프링클,없음,있음,"하트 모양의 케이크 위에 흰색 크림과 무지개 색상의 레터링, 여러 색상의 스프링클 토핑이 있음. 보드 위 텍스트는 제외함."
979,_onyourday_1680346767_3071293752013543253_12861674625_cake_2.jpg,하트,화이트,러블리,꽉찬레터링,있음,없음,없음,스프링클,없음,있음,"하트 모양 흰색 크림 케이크, 밝은 색상 레터링과 스프링클 장식, 보드에 레터링 있음"
980,_onyourday_1680346767_3071293752013543253_12861674625_cake_3.jpg,하트,화이트|믹스,러블리,중앙레터링,없음,없음,없음,스프링클,없음,있음,하트 모양의 케이크이며 흰색 크림 위에 다채로운 색상의 레터링과 스프링클이 장식됨. 보드 레터링과 크림 테두리는 없음.
981,_onyourday_1680346767_3071293752013620200_12861674625_cake_2.jpg,하트,화이트,레터링중심,무지개레터링,없음,없음,없음,스프링클,없음,있음,하트 모양 흰색 케이크 위에 다채로운 색깔의 글씨와 원형 스프링클 장식이 있음
982,_onyourday_1680346767_3071293752013620200_12861674625_cake_3.jpg,하트,화이트,레터링중심,무지개레터링,없음,없음,없음,스프링클,없음,있음,하트 모양의 흰색 케이크에 무지개 색상의 레터링과 여러 색상의 스프링클 장식이 있음. 케이크 보드에 글자는 없는 것으로 보임.
983,_onyourday_1680346767_3071293752013628076_12861674625_cake_2.jpg,원형,화이트,레터링중심,중앙레터링,없음,없음,없음,스프링클,없음,있음,"원형 케이크에 흰색 크림 바탕과 중앙에 다채로운 색상의 레터링, 그리고 크림 위에 여러 색상의 스프링클 장식이 있음. 보드 레터링과 테두리 장식은 없음."
985,_onyourday_1680346767_3071293752013727682_12861674625_cake_2.jpg,하트,화이트,러블리,중앙레터링,없음,없음,없음,없음,없음,있음,하트 모양의 흰색 케이크 위에 다양한 색상의 글씨와 색색의 작은 선 모양 장식이 있음. 크림 테두리나 꽃 등의 장식은 없음.
986,_onyourday_1680346767_3071293752013727682_12861674625_cake_3.jpg,하트,화이트,레터링중심,중앙레터링,없음,없음,없음,스프링클,없음,있음,"하트 모양 케이크, 흰색 크림 베이스에 중앙에 다채로운 색상의 레터링 ('HAPPY 5 DAY' 및 한글 단어) 있음. 크림 데코는 없이 스프링클 형태의 크림 포인트 있음."
989,_onyourday_1681292582_3079227816453608960_12861674625_cake_2.jpg,하트,화이트,러블리,중앙레터링,없음,없음,없음,스프링클,없음,있음,"하트 모양 흰 크림 케이크에 중앙에 글씨와 하트 모양 장식, 다채로운 스프링클 토핑 있음. 케이크 본체만 포장 용기에 있음."
992,_onyourday_1681471137_3080725648229382686_12861674625_cake_2.jpg,하트,화이트|핑크|옐로우,러블리|레터링중심,중앙레터링,없음,크림테두리,하트|리본,진주,없음,있음,"하트 모양 케이크에 흰색 크림 베이스에 핑크, 노란색 레터링과 크림으로 진주 모양 토핑 장식 있음."
993,_onyourday_1681808218_3083553286330761853_12861674625_cake_2.jpg,원형,그린|브라운|블랙,심플,중앙레터링,없음,없음,없음,진주,없음,있음,흰색 글씨로 중앙에 레터링 있음. 진주 토핑 장식 있음. 테두리 없음.
994,_onyourday_1681808218_3083553286330761853_12861674625_cake_3.jpg,하트,핑크,러블리,중앙레터링,없음,없음,없음,없음,없음,있음,"케이크 글씨가 케이크 위에 직접 작성되어 있고, 케이크 본체는 하트 모양이며 빨간색이다."
996,_onyourday_1681903171_3084349811821242475_12861674625_cake_3.jpg,하트,판단불가,러블리,중앙레터링,없음,없음,없음,없음,없음,있음,케이크 색은 빨강이지만 선택지에 포함되어있지 않음
1000,_onyourday_1682244567_3087213648158489265_12861674625_cake_2.jpg,원형,화이트,심플,중앙레터링,없음,크림테두리,꽃,진주,없음,있음,"흰색 크림케이크에 크림 테두리와 빨간 꽃 모양 데코, 진주 같은 장식이 있음. 케이크 중앙에 검정색 글씨로 'Happy parents' day' 레터링 있음."
1001,_onyourday_1682244567_3087213648158489265_12861674625_cake_3.jpg,원형,화이트|핑크,화려함,중앙레터링,없음,없음,없음,진주,없음,있음,"꽃과 진주가 장식된 화려한 원형 케이크이며, 'Happy parents' Day'라는 레터링이 중앙에 있음."
1003,_onyourday_1682328464_3087917426239304260_12861674625_cake_3.jpg,원형,화이트,심플,중앙레터링,없음,없음,없음,없음,없음,있음,흰색 크림 베이스에 파란색 글씨 중앙에 간결하게 레터링 있음. 추가적인 데코 없음.
1004,_onyourday_1682500909_3089364000475547471_12861674625_cake_2.jpg,하트,핑크|퍼플|화이트|옐로우|그린|브라운,러블리,중앙레터링,없음,없음,꽃|하트,진주,없음,있음,"하트 모양 케이크에 핑크색 바탕과 보라색 띠, 흰색 크림 글씨가 중앙에 있음. 꽃모양 데코와 진주 장식이 있음."
1005,_onyourday_1682931025_3092972074591503669_12861674625_cake_2.jpg,원형,화이트|그린|핑크|블랙|브라운,캐릭터,중앙레터링,있음,없음,하트,없음,사람,있음,"원형 케이크로 화이트 크림 바탕에 캐릭터 그림과 하트 크림 장식, 중앙에 레터링 있음. 경계선 크림 테두리는 없음."
1009,_onyourday_1683198996_3095219978113445972_12861674625_cake_2.jpg,하트,핑크,러블리,중앙레터링,있음,크림테두리,하트,진주,없음,있음,하트 모양의 케이크 위에 핑크색 크림이 둘러져 있고 진주 모양 토핑들이 있으며 'Happy birthday' 문구가 중앙에 레터링 되어 있음.
1010,_onyourday_1683198996_3095219978113445972_12861674625_cake_3.jpg,하트,핑크,러블리,중앙레터링,없음,없음,없음,없음,없음,있음,하트 모양의 핑크색 케이크에 중앙에 녹색 글씨로 레터링 있음. 크림테두리나 추가 장식은 보이지 않음.
1011,_onyourday_1683278407_3095886124002550941_12861674625_cake_2.jpg,판단불가,화이트|퍼플|그린,화려함,중앙레터링,없음,없음,꽃,진주,없음,있음,케이크 모양은 이미지에서 명확치 않음. 다양한 꽃과 진주 데코가 있어 화려한 느낌. 보드레터링은 없음. 케이크 위 크림 글씨는 중앙에 있음.
1012,_onyourday_1683883429_3100961423597537009_12861674625_cake_2.jpg,원형,화이트,레터링중심,중앙레터링,없음,없음,없음,없음,없음,있음,전체적으로 흰색 크림 위에 보라색 글씨로 중앙에 레터링이 가득한 원형 케이크임. 다른 장식이나 토핑은 없음.
1015,_onyourday_1684146322_3103166725431281513_12861674625_cake_3.jpg,판단불가,화이트|핑크|옐로우|퍼플,화려함,중앙레터링,있음,없음,꽃,진주,없음,있음,"케이크 모양이 명확하지 않아 판단불가이며, 화이트 크림에 분홍색 레터링, 여러 꽃 장식과 진주 같은 장식이 있음. 글자가 중앙에 있음, 케이크 테두리는 없음."
1018,_onyourday_1684411364_3105390061020333835_12861674625_cake_2.jpg,원형,화이트|그린|브라운,레터링중심|심플,중앙레터링,없음,크림테두리,꽃,진주,없음,있음,"흰색 크림을 기본으로 둥글게 크림 모양 테두리가 두 겹 있고, 중앙에 한글 문자 레터링과 꽃을 형상화한 크림 장식, 진주 모양 데코가 있음. 사람이나 캐릭터 모양은 없음."
1020,_onyourday_1684411364_3105390061020333835_12861674625_cake_4.jpg,원형,화이트,심플,중앙레터링,없음,크림테두리,꽃,진주,없음,있음,케이크는 원형이며 흰색 크림으로 덮여 있음. 중앙에 글씨 있고 꽃 모양 크림 장식과 진주 모양 장식이 있음.
1027,_onyourday_1684922690_3109679372171643767_12861674625_cake_3.jpg,원형,핑크,캐릭터|레터링중심,중앙레터링,없음,없음,없음,스프링클,기타캐릭터,있음,짱구 캐릭터 얼굴과 글자가 케이크 중심에 배치되어 있음. 케이크 테두리 장식은 없음. 다양한 색상의 스프링클 장식 존재.
1028,_onyourday_1685093569_3111112806560774454_12861674625_cake_2.jpg,하트,화이트|그린,심플,중앙레터링,없음,없음,없음,진주,없음,있음,"하트 모양 케이크이며 흰색과 초록색 크림 사용. 중앙에 분홍색 레터링 있고, 진주 모양 크림 장식 있음. 테두리 장식은 없음."
1029,_onyourday_1685093569_3111112806560774454_12861674625_cake_3.jpg,원형,화이트,심플,중앙레터링,없음,없음,없음,없음,없음,있음,"케이크는 원형이며 흰색 크림으로 심플한 스타일이다. 글씨는 중앙에 직접 쓴 레터링이고, 크림 테두리나 장식은 없다. 케이크 판에 글씨는 없고, 케이크 위에만 글씨가 있다."
1030,_onyourday_1685093569_3111112806560774454_12861674625_cake_4.jpg,원형,블랙,레터링중심,중앙레터링,없음,없음,없음,없음,없음,있음,검은색 원형 케이크에 초록색 레터링이 중앙에 잘 배치되어 있음. 크림 데코나 토핑 데코 없음.
1031,_onyourday_1685178542_3111825614600535283_12861674625_cake_2.jpg,하트,블랙|핑크|브라운,심플|레터링중심,중앙레터링,있음,크림테두리,하트,과일,없음,있음,"하트모양 케이크에 검정색 판 위에 분홍색 크림과 빨간 체리(과일)가 올려져 있으며, 가운데에 레터링(축퇴사)과 진주 모양 크림 데코가 있음."
1032,_onyourday_1685178542_3111825614600535283_12861674625_cake_3.jpg,하트,핑크,러블리,중앙레터링,없음,크림테두리,없음,진주,없음,있음,하트모양 핑크색 케이크에 하얀 글씨와 진주 모양 토핑 장식이 있음
1035,_onyourday_1739783538_3569885524466800759_12861674625_cake_2.jpg,원형,화이트|블랙|브라운|핑크|옐로우|퍼플|블루|판단불가,캐릭터,판단불가,있음,없음,없음,없음,사람,있음,케이크에 사람이 그려진 캐릭터 이미지와 한글 레터링이 포함되어 있음. 레터링 타입은 정확히 판별 어려움.
1036,_onyourday_1739783538_3569885524466800759_12861674625_cake_3.jpg,원형,화이트|그린|옐로우|블랙|브라운|핑크,캐릭터|레터링중심,중앙레터링,있음,없음,없음,없음,사람,있음,케이크는 원형이며 흰색 크림 위에 인물 캐릭터와 한글 레터링이 중앙에 있음. 케이크 보드는 글자가 적혀 있음. 크림 테두리 및 꾸밈 요소는 보이지 않음.
1037,_onyourday_1674035568_3018351574490199080_12861674625_cake_2.jpg,하트,화이트,심플|레터링중심,중앙레터링,없음,없음,없음,스프링클,없음,있음,"하트 모양 케이크, 흰색 크림, 중앙에 블루 레터링, 멀티컬러 스프링클 토핑, 크림 테두리 없음, 케이크판에 글자 없음"
1040,_onyourday_1682585344_3090072296584916832_12861674625_cake_2.jpg,하트,핑크|블루|화이트|옐로우|그린|브라운,러블리,중앙레터링,있음,없음,꽃|하트|리본,진주,없음,있음,"케이크 형태는 하트이며, 핑크 바탕에 여러 색 크림꽃과 진주 모양 장식이 있음. 중앙에 글자가 있음."
1041,_onyourday_1682585344_3090072296584916832_12861674625_cake_3.jpg,하트,핑크|옐로우,레터링중심,중앙레터링,없음,없음,없음,없음,없음,있음,"하트 모양 케이크에 분홍색과 빨간색 크림 표현. 중앙에 흰색 레터링 있음. 크림 데코는 별도 하트, 꽃, 리본 없이 단순함."
1042,_onyourday_1683624172_3098786616684663884_12861674625_cake_2.jpg,하트,핑크|퍼플|믹스,러블리,중앙레터링,있음,없음,꽃,진주,없음,있음,하트 모양 핑크 바탕에 퍼플 띠 위에 글씨가 있으며 꽃과 진주 크림 장식이 있음
1043,_onyourday_1683624172_3098786616684663884_12861674625_cake_3.jpg,하트,퍼플|화이트|핑크,화려함,중앙레터링,없음,크림테두리,없음,진주,없음,있음,"케이크 표면에 흰색 진주 장식이 있으며, 크림으로 글씨가 중앙에 쓰여 있음. 보드 레터링은 없음."
1046,_onyourday_1683624172_3098786616684663884_12861674625_cake_6.jpg,하트,화이트,레터링중심,중앙레터링,없음,없음,없음,스프링클,없음,있음,하트 모양 흰색 크림 케이크에 알록달록 레터링과 스프링클 장식이 있음
1048,_onyourday_1685955926_3118346786523628485_12861674625_cake_2.jpg,하트,블랙,심플,중앙레터링,없음,없음,없음,없음,없음,있음,하트 모양 블랙 케이크에 분홍색 중앙 레터링이 있음. 테두리 및 별도 크림 장식 없음.
1049,_onyourday_1685955926_3118346786523628485_12861674625_cake_3.jpg,하트,화이트,심플,중앙레터링,없음,없음,없음,없음,없음,있음,하트 모양에 흰색 크림 케이크임. 검은색 글자가 중앙 레터링으로 있음. 크림 장식이나 토핑 장식 없음. 케이크 보드에는 별도의 글자가 없음.
1051,_onyourday_1739783538_3569885524508745058_12861674625_cake_2.jpg,원형,화이트|블랙|핑크|옐로우|브라운|판단불가,캐릭터,중앙레터링,있음,없음,없음|판단불가,없음,사람,있음,"흰색 원형 케이크에 사람 캐릭터(졸업생 복장을 한 남자 일러스트)가 중앙에 있으며, 주변에 글자가 케이크 본체와 보드에 적혀 있음. 크림 데코는 명확하지 않음."
1054,_onyourday_1739783538_3569885524508745058_12861674625_cake_5.jpg,원형,화이트|그린|블랙|옐로우|핑크|브라운,캐릭터,판단불가,있음,없음,없음,없음,사람,있음,캐릭터는 사람이며 원형 케이크 위에 그려져 있음. 여러 색상 이용됨. 글씨는 보드에 직접 적혀 있는 형태로 판단됨.
1056,_onyourday_1707902688_3302449566472242610_12861674625_cake_2.jpg,하트,블랙|핑크,레터링중심,중앙레터링,없음,없음,없음,없음,없음,있음,"하트 모양 케이크에 검정 크림 베이스, 분홍색 레터링이 중앙에 있으며, 기타 꾸밈 요소나 테두리 없음"
1057,_onyourday_1686042633_3119074138421579638_12861674625_cake_2.jpg,하트,퍼플|블루,심플,중앙레터링,없음,없음,없음,진주,없음,있음,하트 모양 케이크로 보라색과 파란색 크림으로 구성되어 있음. 흰색 진주 장식과 글자가 중앙에 위치함.
1059,_onyourday_1686210893_3120485601174569394_12861674625_cake_2.jpg,하트,화이트,심플,무지개레터링,없음,없음,없음,스프링클,없음,있음,"하트 모양 케이크에 흰색 크림, 무지개 색상의 레터링과 스프링클 토핑이 있음. 테두리와 크림장식 없음."
1063,_onyourday_1686390421_3121991595914230622_12861674625_cake_2.jpg,하트,블루,러블리,중앙레터링,있음,없음,꽃,스프링클,없음,있음,케이크 윗면에 꽃 크림 데코와 스프링클이 있으며 'Happy birthday' 레터링과 함께 글자가 보임
1064,_onyourday_1740130652_3572797321217576618_12861674625_cake_2.jpg,원형,화이트|그린,캐릭터|레터링중심,중앙레터링,없음,없음,꽃,없음,기타캐릭터,있음,흰색 바탕 원형 케이크에 중앙에 레터링과 작은 캐릭터 장식 및 꽃 모양 크림 장식 있음
1065,_onyourday_1740130652_3572797321217576618_12861674625_cake_3.jpg,원형,화이트|그린,심플|캐릭터,중앙레터링,없음,없음,하트|꽃|리본|레이스|판단불가,없음,없음|판단불가,있음,"초록색 클로버 모양 크림 장식과 하얀색 배경, 중앙에 글자가 있음. 위쪽에 토끼 캐릭터 형태 크림 장식이 있음."
